,ID_Output,No,Date,WH,SalesOrder,Customer,OrderType,Vehicle,Vendor,LoadingCode,BoardName_x,CodeTOB,Category1,Category2,Unit,Qty_pt,spp_x,Qty_pcs,PcsArea,Qty_sqm,Detail,Remark,ID_BIB,BoardCode,TOB,Thick,Width,Length,spp_y,BoardName_y,BoardStockBase,BaseDate,MarketGroup,Level,BoardType,Date2,Month,WeekOfYear,Quarter,Year
0,217471,1,2023-01-03,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230103-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,5.0,120.0,600.0,2.2326,1339.56,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-03,1,1,1,2023
1,217472,2,2023-01-03,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230103-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,6.0,120.0,720.0,2.2326,1607.47,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-03,1,1,1,2023
2,217473,3,2023-01-03,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230103-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,11.0,102.0,1122.0,2.2326,2504.98,,,4309.0,MR090C,MR,9.0,1220.0,1830.0,102.0,MR 9X1220X1830,1632.0,2024-01-01,Vietnam,LV_1,MR_Viet,2023-01-03,1,1,1,2023
3,217474,4,2023-01-03,,SO-0314817459-23-001,Đăng Hưng,Sale,Trailer,,XKTP-230103-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-01-03,1,1,1,2023
4,217475,5,2023-01-04,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230104-02,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-04,1,1,1,2023
5,217476,6,2023-01-04,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230104-02,SDB - 9 x 1830 x 1220,SDB090C,SD 9mm (Lv 3),SDB 9mm,Pcs,0.25,120.0,30.0,2.2326,66.978,Khách lấy lẻ 30 tấm.,,4334.0,SDB090C,SDB,9.0,1220.0,1830.0,120.0,SDB 9X1220X1830,5970.0,2024-01-01,Vietnam,LV_3,SD_Viet,2023-01-04,1,1,1,2023
6,217477,7,2023-01-04,,SO-0314817459-23-001,Đăng Hưng,Sale,Trailer,,XKTP-230104-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,14.0,120.0,1680.0,2.2326,3750.77,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-04,1,1,1,2023
7,217478,8,2023-01-04,,SO-0314817459-23-001,Đăng Hưng,Sale,Trailer,,XKTP-230104-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,8.0,102.0,816.0,2.2326,1821.8,,,4309.0,MR090C,MR,9.0,1220.0,1830.0,102.0,MR 9X1220X1830,1632.0,2024-01-01,Vietnam,LV_1,MR_Viet,2023-01-04,1,1,1,2023
8,217479,9,2023-01-05,,SO-3801203550-23-001,Thạch Cao Bình Phước,Sale,Trailer,,XKTP-230105-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-01-05,1,1,1,2023
9,217480,10,2023-01-05,,SO-0314292145-23-001,XDKTTM Cường Thịnh,Sale,Truck,,XKTP-230105-02,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,3.0,120.0,360.0,2.2326,803.736,,,4323.0,SDA090C,SDA,9.0,1220.0,1830.0,120.0,SDA 9X1220X1830,3120.0,2024-01-01,Vietnam,LV_2,SD_Viet,2023-01-05,1,1,1,2023
10,217481,11,2023-01-06,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230106-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,3.0,120.0,360.0,2.2326,803.736,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-06,1,1,1,2023
11,217482,12,2023-01-06,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230106-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,8.0,120.0,960.0,2.2326,2143.3,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-06,1,1,1,2023
12,217483,13,2023-01-06,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230106-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,11.0,102.0,1122.0,2.2326,2504.98,,,4309.0,MR090C,MR,9.0,1220.0,1830.0,102.0,MR 9X1220X1830,1632.0,2024-01-01,Vietnam,LV_1,MR_Viet,2023-01-06,1,1,1,2023
13,217484,14,2023-01-07,,SO-0107850722-23-001,H&H Vina,Sale,Trailer,TMS,XKTP-230107-01,SD - 12.5 x 1830 x 1220,SD125C,SD 12.5mm (Lv 1) ,SD 12.5mm,Pcs,18.0,80.0,1440.0,2.2326,3214.94,,,4307.0,SD125C,SD,12.5,1220.0,1830.0,80.0,SD 12.5X1220X1830,0.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-07,1,1,1,2023
14,217485,15,2023-01-07,,SO-0107850722-23-001,H&H Vina,Sale,Trailer,TMS,XKTP-230107-02,SD - 12.5 x 1830 x 1220,SD125C,SD 12.5mm (Lv 1) ,SD 12.5mm,Pcs,18.0,80.0,1440.0,2.2326,3214.94,,,4307.0,SD125C,SD,12.5,1220.0,1830.0,80.0,SD 12.5X1220X1830,0.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-07,1,1,1,2023
15,217486,16,2023-01-07,,SO-0314292145-23-002,XDKTTM Cường Thịnh,Sale,Truck,,XKTP-230107-03,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,2.0,120.0,240.0,2.2326,535.824,,,4323.0,SDA090C,SDA,9.0,1220.0,1830.0,120.0,SDA 9X1220X1830,3120.0,2024-01-01,Vietnam,LV_2,SD_Viet,2023-01-07,1,1,1,2023
16,217487,17,2023-01-10,,SO-1101886890-23-001,Vạn Phát Hưng,Sale,Trailer,,XKTP-230110-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-01-10,1,2,1,2023
17,217488,18,2023-01-10,,SO-1101886890-23-001,Vạn Phát Hưng,Sale,Trailer,,XKTP-230110-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-01-10,1,2,1,2023
18,217489,19,2023-01-13,,,,Sample,Training,,XKNB-2023-006,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,1.0,120.0,120.0,2.2326,267.912,Xuất kho để Sale Đào tạo cho Công nhân nhà máy,,4323.0,SDA090C,SDA,9.0,1220.0,1830.0,120.0,SDA 9X1220X1830,3120.0,2024-01-01,Vietnam,LV_2,SD_Viet,2023-01-13,1,2,1,2023
19,217490,20,2023-01-18,,,LX Hausys,Sample,40ft,Han,XKTP-230118-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,Xuất mẫu đi Hàn Quốc (Taehwoan Choi),,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,2023-01-18,1,3,1,2023
20,217491,21,2023-01-18,,,Eugene ,Sample,40ft,Han,XKTP-230118-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,Xuất mẫu đi Hàn Quốc (Kim Byoung Seok),,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,2023-01-18,1,3,1,2023
21,217492,22,2023-01-31,,SO-1102023262-23-001,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230131-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-01-31,1,5,1,2023
22,217493,23,2023-02-01,,SO-1102023262-23-001,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230201-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,13.0,130.0,1690.0,2.9282,4948.66,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-01,2,5,1,2023
23,217494,24,2023-02-01,,SO-1102023262-23-002,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230201-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,4.0,120.0,480.0,2.2326,1071.65,Xuất có 2 pallet khác màu giấy,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-01,2,5,1,2023
24,217495,25,2023-02-01,,SO-1102023262-23-003,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230201-03,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-01,2,5,1,2023
25,217496,26,2023-02-01,,SO-3703101889-23-001,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230201-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,12.0,120.0,1440.0,2.2326,3214.94,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-01,2,5,1,2023
26,217497,27,2023-02-01,,SO-3703101889-23-001,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230201-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,16.0,240.0,3840.0,0.7284,2797.06,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-01,2,5,1,2023
27,217498,28,2023-02-02,,SO-0312797479-23-002,J&J,Sale,Trailer,,XKTP-230202-01,SDB - 9 x 1830 x 1220,SDB090C,SD 9mm (Lv 3),SDB 9mm,Pcs,21.0,120.0,2520.0,2.2326,5626.15,,,4334.0,SDB090C,SDB,9.0,1220.0,1830.0,120.0,SDB 9X1220X1830,5970.0,2024-01-01,Vietnam,LV_3,SD_Viet,2023-02-02,2,5,1,2023
28,217499,29,2023-02-02,,SO-1201663104-23-001,Thơ Thành Phát,Sale,Trailer,,XKTP-230202-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,21.0,120.0,2520.0,2.2326,5626.15,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-02,2,5,1,2023
29,217500,30,2023-02-02,,SO-0107850722-23-002,H&H Vina,Sale,40ft,TMS,XKTP-230202-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-02,2,5,1,2023
30,217501,31,2023-02-02,,SO-0107850722-23-002,H&H Vina,Sale,40ft,TMS,XKTP-230202-04,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-02,2,5,1,2023
31,217502,32,2023-02-02,,SO-0314817459-23-002,Đăng Hưng,Sale,Trailer,,XKTP-230202-05,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-02,2,5,1,2023
32,217503,33,2023-02-03,,SO-0312797479-23-003,J&J,Sale,Trailer,,XKTP-230203-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-03,2,5,1,2023
33,217504,34,2023-02-03,,SO-0314817459-23-002,Đăng Hưng,Sale,Trailer,,XKTP-230203-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,16.0,120.0,1920.0,2.2326,4286.59,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-03,2,5,1,2023
34,217505,35,2023-02-03,,SO-0314817459-23-002,Đăng Hưng,Sale,Trailer,,XKTP-230203-02,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,6.0,102.0,612.0,2.2326,1366.35,,,4309.0,MR090C,MR,9.0,1220.0,1830.0,102.0,MR 9X1220X1830,1632.0,2024-01-01,Vietnam,LV_1,MR_Viet,2023-02-03,2,5,1,2023
35,217506,36,2023-02-04,,SO-3801203550-23-002,Thạch Cao Bình Phước,Sale,Trailer,,XKTP-230204-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-04,2,5,1,2023
36,217507,37,2023-02-06,,SO-0401996155-23-001,Thịnh Nguyên Đà Nẵng,Sale,40ft,Duy An,XKTP-230206-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-06,2,6,1,2023
37,217508,38,2023-02-06,,SO-0401996155-23-001,Thịnh Nguyên Đà Nẵng,Sale,40ft,Duy An,XKTP-230206-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,15.0,120.0,1800.0,2.2326,4018.68,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-06,2,6,1,2023
38,217509,39,2023-02-06,,SO-0401996155-23-001,Thịnh Nguyên Đà Nẵng,Sale,40ft,,XKTP-230206-02,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,3.0,102.0,306.0,2.2326,683.176,,,4309.0,MR090C,MR,9.0,1220.0,1830.0,102.0,MR 9X1220X1830,1632.0,2024-01-01,Vietnam,LV_1,MR_Viet,2023-02-06,2,6,1,2023
39,217510,40,2023-02-06,,SO-1101886890-23-002,Vạn Phát Hưng,Sale,Trailer,,XKTP-230206-03,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-06,2,6,1,2023
40,217511,41,2023-02-06,,SO-3401209068-23-001,Dũng Nguyễn,Sale,Trailer,,XKTP-230206-04,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,18.0,240.0,4320.0,0.7284,3146.69,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-06,2,6,1,2023
41,217512,42,2023-02-06,,SO-3401209068-23-001,Dũng Nguyễn,Sale,Trailer,,XKTP-230206-04,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,2.0,102.0,204.0,2.2326,455.45,,,4309.0,MR090C,MR,9.0,1220.0,1830.0,102.0,MR 9X1220X1830,1632.0,2024-01-01,Vietnam,LV_1,MR_Viet,2023-02-06,2,6,1,2023
42,217513,43,2023-02-06,,SO-3401209068-23-001,Dũng Nguyễn,Sale,Trailer,,XKTP-230206-04,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,8.0,120.0,960.0,2.2326,2143.3,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-06,2,6,1,2023
43,217514,44,2023-02-07,,SO-3703101889-23-002,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230207-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-07,2,6,1,2023
44,217515,45,2023-02-08,,SO-1201663104-23-001,Thơ Thành Phát,Sale,Trailer,,XKTP-230208-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,22.0,102.0,2244.0,2.2326,5009.95,,,4309.0,MR090C,MR,9.0,1220.0,1830.0,102.0,MR 9X1220X1830,1632.0,2024-01-01,Vietnam,LV_1,MR_Viet,2023-02-08,2,6,1,2023
45,217516,46,2023-02-08,,SO-0314292145-23-003,XDKTTM Cường Thịnh,Sale,Trailer,,XKTP-230208-02,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,6.0,120.0,720.0,2.2326,1607.47,,,4323.0,SDA090C,SDA,9.0,1220.0,1830.0,120.0,SDA 9X1220X1830,3120.0,2024-01-01,Vietnam,LV_2,SD_Viet,2023-02-08,2,6,1,2023
46,217517,47,2023-02-09,,SO-0313822689-23-001,TMDV GLA,Sale,G-Truck,,XKTP-230209-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,1.0,120.0,120.0,2.2326,267.912,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-09,2,6,1,2023
47,217518,48,2023-02-11,,SO-3703101889-23-004,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230211-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-11,2,6,1,2023
48,217519,49,2023-02-11,,SO-8533209874-23-001,Phương Đạt,Sale,Trailer,,XKTP-230211-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,12.0,240.0,2880.0,0.7284,2097.79,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-11,2,6,1,2023
49,217520,50,2023-02-11,,SO-8533209874-23-001,Phương Đạt,Sale,Trailer,,XKTP-230211-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,12.0,120.0,1440.0,2.2326,3214.94,,,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-11,2,6,1,2023
50,217521,51,2023-02-13,,SO-1102023262-23-002,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230213-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-13,2,7,1,2023
51,217522,52,2023-02-13,,SO-0401996155-23-002,Thịnh Nguyên Đà Nẵng,Sale,40ft,Duy An,XKTP-230213-02,Cut 360 - 8 x 1208 x 603,SC080AY,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,18.0,360.0,6480.0,0.7284,4720.03,,,4337.0,SC080AY,SC,8.0,603.0,1208.0,360.0,SC 8X603X1208,0.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-13,2,7,1,2023
52,217523,53,2023-02-14,,SO-1102023262-23-002,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230214-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-14,2,7,1,2023
53,217524,54,2023-02-14,,SO-3401209068-23-002,Dũng Nguyễn,Sale,Trailer,,XKTP-230214-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-14,2,7,1,2023
54,217525,55,2023-02-14,,SO-3703101889-23-005,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230214-03,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-14,2,7,1,2023
55,217526,56,2023-02-16,,SO-3703101889-23-006,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230216-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-16,2,7,1,2023
56,217527,57,2023-02-16,,SO-0314817459-23-003,Đăng Hưng,Sale,Trailer,,XKTP-230216-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,38.0,240.0,9120.0,0.7284,6643.01,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-16,2,7,1,2023
57,217528,58,2023-02-18,,SO-3703101889-23-007,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230218-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,38.0,240.0,9120.0,0.7284,6643.01,,,4336.0,SC080AX,SC,8.0,603.0,1208.0,240.0,SC 8X603X1208,8640.0,2024-01-01,Vietnam,Cut,Cut_Viet,2023-02-18,2,7,1,2023
58,217529,59,2023-02-18,,SO-0102322824-23-001,Zinca,Sale,Company bus,,XKTP-230218-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,,120.0,14.0,2.2326,31.2564,"Gửi mẫu cho dự án đường Thùy Văn, Vũng Tàu",,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-18,2,7,1,2023
59,217530,60,2023-02-18,,SO-0102322824-23-001,Zinca,Sale,Company bus,,XKTP-230218-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,0.25,120.0,16.0,2.2326,35.7216,"Gửi mẫu cho dự án đường Thùy Văn, Vũng Tàu",,4304.0,SD090C,SD,9.0,1220.0,1830.0,120.0,SD 9X1220X1830,11880.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-18,2,7,1,2023
60,217531,61,2023-02-20,,SO-1102023260-23-003,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230220-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,,4303.0,SL080D,SL,8.0,1210.0,2420.0,130.0,SL 8X1210X2420,10920.0,2024-01-01,Vietnam,LV_1,SD_Viet,2023-02-20,2,8,1,2023
