,ID_Output,No,Date,WH,SalesOrder,Customer,OrderType,Vehicle,Vendor,LoadingCode,BoardName,CodeTOB,Category1,Category2,Unit,Qty_pt,spp,Qty_pcs,PcsArea,Qty_sqm,Detail,Remark
0,217471,1,2023-01-03,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230103-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,5.0,120.0,600.0,2.2326,1339.56,,
1,217472,2,2023-01-03,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230103-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,6.0,120.0,720.0,2.2326,1607.47,,
2,217473,3,2023-01-03,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230103-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,11.0,102.0,1122.0,2.2326,2504.98,,
3,217474,4,2023-01-03,,SO-0314817459-23-001,Đăng Hưng,Sale,Trailer,,XKTP-230103-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
4,217475,5,2023-01-04,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230104-02,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
5,217476,6,2023-01-04,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230104-02,SDB - 9 x 1830 x 1220,SDB090C,SD 9mm (Lv 3),SDB 9mm,Pcs,0.25,120.0,30.0,2.2326,66.978,Khách lấy lẻ 30 tấm.,
6,217477,7,2023-01-04,,SO-0314817459-23-001,Đăng Hưng,Sale,Trailer,,XKTP-230104-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,14.0,120.0,1680.0,2.2326,3750.77,,
7,217478,8,2023-01-04,,SO-0314817459-23-001,Đăng Hưng,Sale,Trailer,,XKTP-230104-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,8.0,102.0,816.0,2.2326,1821.8,,
8,217479,9,2023-01-05,,SO-3801203550-23-001,Thạch Cao Bình Phước,Sale,Trailer,,XKTP-230105-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
9,217480,10,2023-01-05,,SO-0314292145-23-001,XDKTTM Cường Thịnh,Sale,Truck,,XKTP-230105-02,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,3.0,120.0,360.0,2.2326,803.736,,
10,217481,11,2023-01-06,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230106-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,3.0,120.0,360.0,2.2326,803.736,,
11,217482,12,2023-01-06,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230106-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,8.0,120.0,960.0,2.2326,2143.3,,
12,217483,13,2023-01-06,,SO-0312797479-23-001,J&J,Sale,Trailer,,XKTP-230106-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,11.0,102.0,1122.0,2.2326,2504.98,,
13,217484,14,2023-01-07,,SO-0107850722-23-001,H&H Vina,Sale,Trailer,TMS,XKTP-230107-01,SD - 12.5 x 1830 x 1220,SD125C,SD 12.5mm (Lv 1) ,SD 12.5mm,Pcs,18.0,80.0,1440.0,2.2326,3214.94,,
14,217485,15,2023-01-07,,SO-0107850722-23-001,H&H Vina,Sale,Trailer,TMS,XKTP-230107-02,SD - 12.5 x 1830 x 1220,SD125C,SD 12.5mm (Lv 1) ,SD 12.5mm,Pcs,18.0,80.0,1440.0,2.2326,3214.94,,
15,217486,16,2023-01-07,,SO-0314292145-23-002,XDKTTM Cường Thịnh,Sale,Truck,,XKTP-230107-03,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,2.0,120.0,240.0,2.2326,535.824,,
16,217487,17,2023-01-10,,SO-1101886890-23-001,Vạn Phát Hưng,Sale,Trailer,,XKTP-230110-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
17,217488,18,2023-01-10,,SO-1101886890-23-001,Vạn Phát Hưng,Sale,Trailer,,XKTP-230110-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
18,217489,19,2023-01-13,,,,Sample,Training,,XKNB-2023-006,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,1.0,120.0,120.0,2.2326,267.912,Xuất kho để Sale Đào tạo cho Công nhân nhà máy,
19,217490,20,2023-01-18,,,LX Hausys,Sample,40ft,Han,XKTP-230118-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,Xuất mẫu đi Hàn Quốc (Taehwoan Choi),
20,217491,21,2023-01-18,,,Eugene ,Sample,40ft,Han,XKTP-230118-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,Xuất mẫu đi Hàn Quốc (Kim Byoung Seok),
21,217492,22,2023-01-31,,SO-1102023262-23-001,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230131-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
22,217493,23,2023-02-01,,SO-1102023262-23-001,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230201-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,13.0,130.0,1690.0,2.9282,4948.66,,
23,217494,24,2023-02-01,,SO-1102023262-23-002,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230201-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,4.0,120.0,480.0,2.2326,1071.65,Xuất có 2 pallet khác màu giấy,
24,217495,25,2023-02-01,,SO-1102023262-23-003,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230201-03,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
25,217496,26,2023-02-01,,SO-3703101889-23-001,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230201-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,12.0,120.0,1440.0,2.2326,3214.94,,
26,217497,27,2023-02-01,,SO-3703101889-23-001,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230201-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,16.0,240.0,3840.0,0.7284,2797.06,,
27,217498,28,2023-02-02,,SO-0312797479-23-002,J&J,Sale,Trailer,,XKTP-230202-01,SDB - 9 x 1830 x 1220,SDB090C,SD 9mm (Lv 3),SDB 9mm,Pcs,21.0,120.0,2520.0,2.2326,5626.15,,
28,217499,29,2023-02-02,,SO-1201663104-23-001,Thơ Thành Phát,Sale,Trailer,,XKTP-230202-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,21.0,120.0,2520.0,2.2326,5626.15,,
29,217500,30,2023-02-02,,SO-0107850722-23-002,H&H Vina,Sale,40ft,TMS,XKTP-230202-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,
30,217501,31,2023-02-02,,SO-0107850722-23-002,H&H Vina,Sale,40ft,TMS,XKTP-230202-04,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,
31,217502,32,2023-02-02,,SO-0314817459-23-002,Đăng Hưng,Sale,Trailer,,XKTP-230202-05,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
32,217503,33,2023-02-03,,SO-0312797479-23-003,J&J,Sale,Trailer,,XKTP-230203-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
33,217504,34,2023-02-03,,SO-0314817459-23-002,Đăng Hưng,Sale,Trailer,,XKTP-230203-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,16.0,120.0,1920.0,2.2326,4286.59,,
34,217505,35,2023-02-03,,SO-0314817459-23-002,Đăng Hưng,Sale,Trailer,,XKTP-230203-02,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,6.0,102.0,612.0,2.2326,1366.35,,
35,217506,36,2023-02-04,,SO-3801203550-23-002,Thạch Cao Bình Phước,Sale,Trailer,,XKTP-230204-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
36,217507,37,2023-02-06,,SO-0401996155-23-001,Thịnh Nguyên Đà Nẵng,Sale,40ft,Duy An,XKTP-230206-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,
37,217508,38,2023-02-06,,SO-0401996155-23-001,Thịnh Nguyên Đà Nẵng,Sale,40ft,Duy An,XKTP-230206-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,15.0,120.0,1800.0,2.2326,4018.68,,
38,217509,39,2023-02-06,,SO-0401996155-23-001,Thịnh Nguyên Đà Nẵng,Sale,40ft,,XKTP-230206-02,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,3.0,102.0,306.0,2.2326,683.176,,
39,217510,40,2023-02-06,,SO-1101886890-23-002,Vạn Phát Hưng,Sale,Trailer,,XKTP-230206-03,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
40,217511,41,2023-02-06,,SO-3401209068-23-001,Dũng Nguyễn,Sale,Trailer,,XKTP-230206-04,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,18.0,240.0,4320.0,0.7284,3146.69,,
41,217512,42,2023-02-06,,SO-3401209068-23-001,Dũng Nguyễn,Sale,Trailer,,XKTP-230206-04,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,2.0,102.0,204.0,2.2326,455.45,,
42,217513,43,2023-02-06,,SO-3401209068-23-001,Dũng Nguyễn,Sale,Trailer,,XKTP-230206-04,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,8.0,120.0,960.0,2.2326,2143.3,,
43,217514,44,2023-02-07,,SO-3703101889-23-002,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230207-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
44,217515,45,2023-02-08,,SO-1201663104-23-001,Thơ Thành Phát,Sale,Trailer,,XKTP-230208-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,22.0,102.0,2244.0,2.2326,5009.95,,
45,217516,46,2023-02-08,,SO-0314292145-23-003,XDKTTM Cường Thịnh,Sale,Trailer,,XKTP-230208-02,SDA - 9 x 1830 x 1220,SDA090C,SD 9mm (Lv 2),SDA 9mm,Pcs,6.0,120.0,720.0,2.2326,1607.47,,
46,217517,47,2023-02-09,,SO-0313822689-23-001,TMDV GLA,Sale,G-Truck,,XKTP-230209-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,1.0,120.0,120.0,2.2326,267.912,,
47,217518,48,2023-02-11,,SO-3703101889-23-004,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230211-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
48,217519,49,2023-02-11,,SO-8533209874-23-001,Phương Đạt,Sale,Trailer,,XKTP-230211-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,12.0,240.0,2880.0,0.7284,2097.79,,
49,217520,50,2023-02-11,,SO-8533209874-23-001,Phương Đạt,Sale,Trailer,,XKTP-230211-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,12.0,120.0,1440.0,2.2326,3214.94,,
50,217521,51,2023-02-13,,SO-1102023262-23-002,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230213-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
51,217522,52,2023-02-13,,SO-0401996155-23-002,Thịnh Nguyên Đà Nẵng,Sale,40ft,Duy An,XKTP-230213-02,Cut 360 - 8 x 1208 x 603,SC080AY,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,18.0,360.0,6480.0,0.7284,4720.03,,
52,217523,53,2023-02-14,,SO-1102023262-23-002,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230214-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
53,217524,54,2023-02-14,,SO-3401209068-23-002,Dũng Nguyễn,Sale,Trailer,,XKTP-230214-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
54,217525,55,2023-02-14,,SO-3703101889-23-005,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230214-03,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
55,217526,56,2023-02-16,,SO-3703101889-23-006,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230216-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,36.0,240.0,8640.0,0.7284,6293.38,,
56,217527,57,2023-02-16,,SO-0314817459-23-003,Đăng Hưng,Sale,Trailer,,XKTP-230216-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,38.0,240.0,9120.0,0.7284,6643.01,,
57,217528,58,2023-02-18,,SO-3703101889-23-007,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230218-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,38.0,240.0,9120.0,0.7284,6643.01,,
58,217529,59,2023-02-18,,SO-0102322824-23-001,Zinca,Sale,Company bus,,XKTP-230218-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,,120.0,14.0,2.2326,31.2564,"Gửi mẫu cho dự án đường Thùy Văn, Vũng Tàu",
59,217530,60,2023-02-18,,SO-0102322824-23-001,Zinca,Sale,Company bus,,XKTP-230218-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,0.25,120.0,16.0,2.2326,35.7216,"Gửi mẫu cho dự án đường Thùy Văn, Vũng Tàu",
60,217531,61,2023-02-20,,SO-1102023260-23-003,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230220-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
61,217532,62,2023-02-20,,SO-0102322824-23-001,Zinca,Sale,Company bus,,XKTP-230220-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,0.75,120.0,90.0,2.2326,200.934,"Gửi mẫu cho dự án đường Thùy Văn, Vũng Tàu",
62,217533,63,2023-02-21,,SO-1101886890-23-003,Vạn Phát Hưng,Sale,Trailer,,XKTP-230221-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,38.0,240.0,9120.0,0.7284,6643.01,,
63,217534,64,2023-02-21,,SO-0107850722-23-003,H&H Vina,Sale,40ft,CMI,XKTP-230221-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,
64,217535,65,2023-02-21,,SO-0107850722-23-003,H&H Vina,Sale,40ft,CMI,XKTP-230221-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,16.0,120.0,1920.0,2.2326,4286.59,,
65,217536,66,2023-02-21,,SO-0107850722-23-003,H&H Vina,Sample,40ft,CMI,XKTP-230221-03,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,0.0,60.0,40.0,2.2326,89.304,Gửi mẫu cho khách H&H Vina Vina test,
66,217537,67,2023-02-21,,SO-0107850722-23-003,H&H Vina,Sale,40ft,CMI,XKTP-230221-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,1.0,120.0,90.0,2.2326,200.934,vì dư trọng lượng nên chỉ đóng thêm 90 tấm,
67,217538,68,2023-02-22,,SO-0312797479-23-005,J&J,Sale,Trailer,,XKTP-230222-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,9.0,120.0,1080.0,2.2326,2411.21,,
68,217539,69,2023-02-22,,SO-1801048936-23-001,Hảo Nguyễn ,Sale,Trailer,,XKTP-230222-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,18.0,120.0,2160.0,2.2326,4822.42,,
69,217540,70,2023-02-22,,SO-1801048936-23-001,Hảo Nguyễn ,Sale,Trailer,,XKTP-230222-02,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,6.0,240.0,1440.0,0.7284,1048.9,,
70,217541,71,2023-02-22,,IOC: NDPM21-2023-00159,Hiệp Vinh Phú,Sample,Truck,,XKTP-230222-03,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,0.0,102.0,16.0,2.2326,35.7216,MKT Ms. Dung,
71,217542,72,2023-02-22,,IOC: NDPM21-2023-00159,Hiệp Vinh Phú,Sample,Truck,,XKTP-230222-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,0.0,120.0,20.0,2.2326,44.652,,
72,217543,73,2023-02-22,,IOC: NDPM21-2023-00159,Hiệp Vinh Phú,Sample,Truck,,XKTP-230222-03,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,0.0,60.0,10.0,2.2326,22.326,,
73,217544,74,2023-02-22,,SO-1102023262-23-003,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230222-04,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
74,217545,75,2023-02-22,,RFA: NDPM21-2023-00081,Hương Long Bình Chánh,Sample,Truck,,XKTP-230222-05,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,1.0,120.0,120.0,2.2326,267.912,,
75,217546,76,2023-02-23,,SO-0102322824-23-002,Zinca,Sale,40ft,CMI,XKTP-230223-01,SD - 12.5 x 1830 x 1220,SD125C,SD 12.5mm (Lv 1) ,SD 12.5mm,Pcs,18.0,80.0,1440.0,2.2326,3214.94,,
76,217547,77,2023-02-23,,SO-0102322824-23-003,Zinca,Sale,40ft,CMI,XKTP-230223-02,SD - 12.5 x 1830 x 1220,SD125C,SD 12.5mm (Lv 1) ,SD 12.5mm,Pcs,18.0,80.0,1440.0,2.2326,3214.94,,
77,217548,78,2023-02-23,,SO-0312797479-23-004,J&J,Sale,Trailer,,XKTP-230223-03,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
78,217549,79,2023-02-23,,Đền Hàng Lỗi,Vạn Phát Hưng,Compensate,Trailer,,XKTP-230223-04,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,38.0,240.0,9120.0,0.7284,6643.01,,
79,217550,80,2023-02-24,,SO-0107850722-23-004,H&H Vina,Sale,40ft,Duy An,XKTP-230224-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,12.0,120.0,1440.0,2.2326,3214.94,,
80,217551,81,2023-02-24,,SO-0107850722-23-004,H&H Vina,Sale,40ft,Duy An,XKTP-230224-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,5.0,120.0,600.0,2.2326,1339.56,,
81,217552,82,2023-02-24,,SO-0107850722-23-004,H&H Vina,Sale,40ft,Duy An,XKTP-230224-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,,120.0,30.0,2.2326,66.978,đóng thêm 30 tấm còn dư ngày 21/2,
82,217553,83,2023-02-24,,SO-0107850722-23-004,H&H Vina,Sale,40ft,Duy An,XKTP-230224-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,
83,217554,84,2023-02-24,,SO-1102023260-23-004,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230224-03,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
84,217555,85,2023-02-24,,SO-1102023260-23-004,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230224-04,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
85,217556,86,2023-02-25,,SO-3703101889-23-003,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230225-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,16.0,240.0,3840.0,0.7284,2797.06,,
86,217557,87,2023-02-25,,SO-3703101889-23-003,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230225-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,12.0,120.0,1440.0,2.2326,3214.94,,
87,217558,88,2023-02-27,,SO-0314817459-23-004,Đăng Hưng,Sale,Trailer,,XKTP-230227-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,20.0,120.0,2400.0,2.2326,5358.24,,
88,217559,89,2023-02-27,,SO-0314817459-23-004,Đăng Hưng,Sale,Trailer,,XKTP-230227-01,SD - 12.5 x 1830 x 1220,SD125C,SD 12.5mm (Lv 1) ,SD 12.5mm,Pcs,2.0,80.0,160.0,2.2326,357.216,,
89,217560,90,2023-03-01,,SO-1102023262-23-005,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230301-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
90,217561,91,2023-03-01,,SO-0312797479-23-004,J&J,Sale,Trailer,,XKTP-230301-02,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
91,217562,92,2023-03-01,,SO-3703101889-23-008,Thạch Cao Suối Giữa,Sale,Trailer,,XKTP-230301-03,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,38.0,240.0,9120.0,0.7284,6643.01,,
92,217563,93,2023-03-01,,SO-4201966270-23-001,CT2 Khánh Hòa,Sale,Trailer,,XKTP-230301-04,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,,120.0,0.0,2.2326,0.0,"Xuất trả 4 pallet đã xuất theo PXK: XKTP-221205-02, Khách gửi lại năm 2022. SO-4201966270-22-001",
93,217564,94,2023-03-01,,SO-4201966270-23-001,CT2 Khánh Hòa,Sale,Trailer,,XKTP-230301-04,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,12.0,120.0,1440.0,2.2326,3214.94,,
94,217565,95,2023-03-01,,SO-4201966270-23-001,CT2 Khánh Hòa,Sale,Trailer,,XKTP-230301-04,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,2.0,102.0,204.0,2.2326,455.45,,
95,217566,96,2023-03-01,,SO-0312797479-23-004,J&J,Sale,Trailer,,XKTP-230301-05,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
96,217567,97,2023-03-02,,SO-1102023262-23-005,VLXD Đệ Nhất,Sale,Trailer,,XKTP-230302-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
97,217568,98,2023-03-03,,SO-3501790298-23-001,Xây dựng Đất Lợi,Sale,Trailer,,XKTP-230303-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,20.0,120.0,2400.0,2.2326,5358.24,,
98,217569,99,2023-03-03,,SO-3501790298-23-001,Xây dựng Đất Lợi,Sale,Trailer,,XKTP-230303-02,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,1.0,102.0,102.0,2.2326,227.725,,
99,217570,100,2023-03-03,,SO-0313548845-23-001,Hương Long Bình Chánh,Sale,Trailer,,XKTP-230303-01,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,18.0,120.0,2160.0,2.2326,4822.42,,
100,217571,101,2023-03-03,,SO-0313548845-23-001,Hương Long Bình Chánh,Sale,Trailer,,XKTP-230303-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,4.0,102.0,408.0,2.2326,910.901,,
101,217572,102,2023-03-04,,SO-0312797479-23-004,J&J,Sale,Trailer,,XKTP-230304-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
