,ID_Output,No,Date,WH,SalesOrder,Customer,OrderType,Vehicle,Vendor,LoadingCode,BoardName,CodeTOB,Category1,Category2,Unit,Qty_pt,spp,Qty_pcs,PcsArea,Qty_sqm,Detail,Remark
1489,218960,1490,2023-10-10,,PO-Kone-231001,Kone,Sale,40,Kukdong,XKTP-231010-09,AM - 9.5 x 1800 x 900,AM095E,KS AM 9.5mm (Lv 1),AM 9.5mm,Pcs,17.0,120.0,2040.0,1.62,3304.8,,
1490,218961,1491,2023-10-10,,PO-Kone-231001,Kone,Sale,,,XKTP-231010-09,AM - 9.5 x 1800 x 900,AM095E,KS AM 9.5mm (Lv 1),AM 9.5mm,Pcs,7.0,120.0,840.0,1.62,1360.8,,
1491,218962,1492,2023-10-10,,PO-Kone-231001,Kone,Sale,40,Kukdong,XKTP-231010-10,AM - 9.5 x 1800 x 900,AM095E,KS AM 9.5mm (Lv 1),AM 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1492,218963,1493,2023-10-10,,SO2332,VLXD Đệ Nhất,Sale,Trailer,,XKTP-231010-11,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
1493,218964,1494,2023-10-10,,SO2339,Đăng Hưng,Sale,Trailer,,XKTP-231010-12,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
1494,218965,1495,2023-10-11,,KR-SPR-PO-2310-002,Soo Pull Rim,Sale,40,Kukdong,XKTP-231011-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,22.0,120.0,2640.0,1.62,4276.8,,
1495,218966,1496,2023-10-11,,KR-SPR-PO-2310-002,Soo Pull Rim,Sale,,,XKTP-231011-01,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,2.0,120.0,240.0,1.62,388.8,,
1496,218967,1497,2023-10-11,,KR-SPR-PO-2310-002,Soo Pull Rim,Sale,40,Kukdong,XKTP-231011-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,22.0,120.0,2640.0,1.62,4276.8,,
1497,218968,1498,2023-10-11,,KR-SPR-PO-2310-002,Soo Pull Rim,Sale,,,XKTP-231011-02,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,2.0,120.0,240.0,1.62,388.8,,
1498,218969,1499,2023-10-11,,SO2328,Zinca,Sale,40,CMI,XKTP-231011-03,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,17.0,120.0,2040.0,2.2326,4554.5,,
1499,218970,1500,2023-10-11,,SO2333,H&H Vina,Sale,40,CMI,XKTP-231011-04,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,18.0,60.0,1080.0,2.2326,2411.21,,
1500,218971,1501,2023-10-11,,SO2333,H&H Vina,Sale,40,CMI,XKTP-231011-05,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,10.0,60.0,600.0,2.2326,1339.56,,
1501,218972,1502,2023-10-11,,SO2333,H&H Vina,Sale,,,XKTP-231011-05,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,8.0,60.0,480.0,2.2326,1071.65,,
1502,218973,1503,2023-10-11,,SO2307,Lê Trần,Sale,Trailer,,XKTP-231011-06,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,8.0,100.0,800.0,2.9768,2381.44,,
1503,218974,1504,2023-10-11,,SO2307,Lê Trần,Sale,,,XKTP-231011-06,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,12.0,100.0,1200.0,2.9768,3572.16,,
1504,218975,1505,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1505,218976,1506,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1506,218977,1507,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-03,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1507,218978,1508,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1508,218979,1509,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1509,218980,1510,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1510,218981,1511,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1511,218982,1512,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1512,218983,1513,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-09,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1513,218984,1514,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-10,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1514,218985,1515,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-11,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1515,218986,1516,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1516,218987,1517,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,40,Kukdong,XKTP-231012-13,FR - 12.5 x 1800 x 900,FR125E,KS FR 12.5mm (Lv 1),FR 12.5mm,Pcs,11.0,90.0,990.0,1.62,1603.8,,
1517,218988,1518,2023-10-12,,PO-Daesan-2308-01-rev1+PO-Daesan-2309-03,Daesan,Sale,,,XKTP-231012-13,FR - 12.5 x 1800 x 900,FR125E,KS FR 12.5mm (Lv 1),FR 12.5mm,Pcs,5.0,90.0,450.0,1.62,729.0,,
1518,218989,1519,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1519,218990,1520,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1520,218991,1521,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-03,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1521,218992,1522,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1522,218993,1523,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1523,218994,1524,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1524,218995,1525,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,7.0,120.0,840.0,1.62,1360.8,,
1525,218996,1526,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,,,XKTP-231013-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,17.0,120.0,2040.0,1.62,3304.8,,
1526,218997,1527,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1527,218998,1528,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-09,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,23.0,120.0,2760.0,1.62,4471.2,,
1528,218999,1529,2023-10-13,,PO-Daesan-2306-01-rev4+PO-Daesan-2308-02+PO-Daesan-2309-01-rev1,Daesan,Sale,40,Kukdong,XKTP-231013-10,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,23.0,120.0,2760.0,1.62,4471.2,,
1529,219000,1530,2023-10-13,,SO2333,VLXD Đệ Nhất,Sale,Trailer,,XKTP-231013-11,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,15.0,100.0,1500.0,2.9768,4465.2,,
1530,219001,1531,2023-10-13,,SO2333,VLXD Đệ Nhất,Sale,,,XKTP-231013-11,MR - 9 x 2440 x 1220,MR090H,MR Long 9mm (Lv 1) ,MR 9mm Long,Pcs,5.0,100.0,500.0,2.9768,1488.4,,
1531,219002,1532,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1532,219003,1533,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1533,219004,1534,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-03,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1534,219005,1535,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1535,219006,1536,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1536,219007,1537,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1537,219008,1538,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1538,219009,1539,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1539,219010,1540,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-09,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1540,219011,1541,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-10,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1541,219012,1542,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-11,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1542,219013,1543,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,40,Kukdong,XKTP-231016-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,7.0,120.0,840.0,1.62,1360.8,,
1543,219014,1544,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,,,XKTP-231016-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,8.0,120.0,960.0,1.62,1555.2,,
1544,219015,1545,2023-10-16,,PO-SPR-2308-003,Soo Pull Rim,Sale,,,XKTP-231016-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,9.0,120.0,1080.0,1.62,1749.6,,
1545,219016,1546,2023-10-16,,SO2308,Lê Trần,Sale,Trailer,,XKTP-231016-13,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
1546,219017,1547,2023-10-16,,SO2301,Lê Trần,Sale,Trailer,,XKTP-231016-14,SD - 12.7 x 1830 x 1220,SD127C,SD 12.7mm (Lv 1) ,SD 12.7mm,Pcs,22.0,80.0,1760.0,2.2326,3929.38,,
1547,219018,1548,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1548,219019,1549,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1549,219020,1550,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-03,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1550,219021,1551,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1551,219022,1552,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1552,219023,1553,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1553,219024,1554,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1554,219025,1555,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1555,219026,1556,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-09,SD - 12.5 x 1800 x 900,SD125E,KS SD 12.5mm (Lv 1),SD 12.5mm,Pcs,24.0,90.0,2160.0,1.62,3499.2,,
1556,219027,1557,2023-10-17,,"PO-SPR-2308-003+
KR-SPR-PO-2310-003",Soo Pull Rim,Sale,40,Kukdong,XKTP-231017-10,SD - 12.5 x 1800 x 900,SD125E,KS SD 12.5mm (Lv 1),SD 12.5mm,Pcs,24.0,90.0,2160.0,1.62,3499.2,,
1557,219028,1558,2023-10-17,,SO2334,H&H Vina,Sale,Trailer,,XKTP-231017-11,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,3.0,60.0,180.0,2.2326,401.868,,
1558,219029,1559,2023-10-17,,SO2334,H&H Vina,Sale,,,XKTP-231017-11,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,,60.0,53.0,2.2326,118.328,"Xuất lẻ, xé lẻ pallet",
1559,219030,1560,2023-10-17,,SO2309,Lê Trần,Sale,Trailer,,XKTP-231017-12,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
1560,219031,1561,2023-10-17,,SO2340,Đăng Hưng,Sale,Trailer,,XKTP-231017-13,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,18.0,100.0,1800.0,2.9768,5358.24,,
1561,219032,1562,2023-10-17,,SO2340,Đăng Hưng,Sale,,,XKTP-231017-13,MR - 9 x 2440 x 1220,MR090H,MR Long 9mm (Lv 1) ,MR 9mm Long,Pcs,2.0,100.0,200.0,2.9768,595.36,,
1562,219033,1563,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1563,219034,1564,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1564,219035,1565,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-03,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1565,219036,1566,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1566,219037,1567,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1567,219038,1568,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1568,219039,1569,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1569,219040,1570,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1570,219041,1571,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-09,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1571,219042,1572,2023-10-18,,"PO-Daesan-2308-01-rev1
PO-Daesan-2309-01-rev1",Daesan,Sale,40,Kukdong,XKTP-231018-10,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1572,219043,1573,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-01,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1573,219044,1574,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-02,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1574,219045,1575,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-03,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1575,219046,1576,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1576,219047,1577,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1577,219048,1578,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1578,219049,1579,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1579,219050,1580,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-08,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1580,219051,1581,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-09,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1581,219052,1582,2023-10-19,,"PO-Daesan-2306-01-rev04+
PO-Daesan-2309-01-rev-1+
PO-Daesan-2310-01",Daesan,Sale,40,Kukdong,XKTP-231019-10,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
